sector,hh_size,hh_usual_cons_exp_mnth,household_quintile
Urban,1,3500,1
Urban,4,12000,3
Urban,3,16000,4
Urban,3,17500,5
Urban,5,11000,3
Urban,2,7000,1
Urban,4,18000,5
Urban,3,15000,4
Urban,2,8600,2
Urban,4,32000,5
Urban,4,20000,5
Urban,6,12000,3
Urban,6,10000,3
Urban,3,28000,5
Urban,3,18500,5
Urban,4,18000,5
Urban,1,8000,2
Urban,1,3000,1
Urban,5,12000,3
Urban,10,45500,5
Urban,4,15000,4
Urban,2,12000,3
Urban,4,30000,5
Urban,5,10500,3
Urban,5,13000,4
Urban,9,25000,5
Urban,1,10000,3
Urban,3,20000,5
Urban,4,18000,5
Urban,1,7000,1
Urban,4,16500,4
Urban,3,12000,3
Urban,3,15000,4
Urban,3,15500,4
Urban,2,12000,3
Urban,3,18000,5
Urban,1,8200,2
Urban,1,4000,1
Urban,7,9000,2
Urban,6,9000,2
Urban,6,27500,5
Urban,7,12000,3
Urban,4,10000,3
Urban,3,7000,1
Urban,1,7500,2
Urban,2,7000,1
Urban,1,14800,4
Urban,1,7000,1
Urban,2,17400,5
Urban,2,4000,1
Urban,5,4000,1
Urban,4,15000,4
Urban,4,7000,1
Urban,2,23000,5
Urban,3,18460,5
Urban,4,7500,2
Urban,4,7500,2
Urban,1,3000,1
Urban,1,9000,2
Urban,3,9000,2
Urban,6,12000,3
Urban,5,6000,1
Urban,1,7500,2
Urban,5,9000,2
Urban,4,10000,3
Urban,5,35000,5
Urban,6,8000,2
Urban,5,21000,5
Urban,3,9000,2
Urban,4,20500,5
Urban,5,27000,5
Urban,2,11000,3
Urban,3,12000,3
Urban,4,8500,2
Urban,1,6000,1
Urban,2,5000,1
Urban,4,20000,5
Urban,5,12000,3
Urban,5,23000,5
Urban,3,18000,5
Urban,7,25000,5
Urban,6,28250,5
Urban,4,21000,5
Urban,2,15000,4
Urban,2,12000,3
Urban,5,15300,4
Urban,5,18000,5
Urban,6,20000,5
Urban,4,14200,4
Urban,1,13000,4
Urban,3,40000,5
Urban,4,28000,5
Urban,9,10000,3
Urban,8,17000,4
Urban,3,18000,5
Urban,5,15000,4
Urban,1,2100,1
Urban,4,41000,5
Urban,4,45000,5
Urban,4,41000,5
Urban,3,14000,4
Urban,4,19000,5
Urban,5,32000,5
Urban,2,25000,5
Urban,3,41000,5
Urban,4,8000,2
Urban,1,3500,1
Urban,4,25000,5
Urban,1,12000,3
Urban,4,10000,3
Urban,1,10000,3
Urban,10,20000,5
Urban,4,7000,1
Urban,3,4500,1
Urban,3,20000,5
Urban,2,20000,5
Urban,4,15000,4
Urban,4,18000,5
Urban,5,23000,5
Urban,5,45000,5
Urban,4,24000,5
Urban,5,13500,4
Urban,4,22000,5
Urban,4,24000,5
Urban,5,19000,5
Urban,1,7000,1
Urban,3,12500,3
Urban,4,34000,5
Urban,4,8000,2
Urban,2,20000,5
Urban,1,4000,1
Urban,1,6800,1
Urban,5,20000,5
Urban,11,22000,5
Urban,8,8000,2
Urban,1,4000,1
Urban,1,4000,1
Urban,7,18000,5
Urban,4,20000,5
Urban,1,9000,2
Urban,1,1300,1
Urban,3,10800,3
Urban,2,6000,1
Urban,4,10000,3
Urban,1,10000,3
Urban,8,32000,5
Urban,1,20000,5
Urban,3,14000,4
Urban,3,12000,3
Urban,1,1700,1
Urban,4,16500,4
Urban,1,7840,2
Urban,8,8000,2
Urban,4,18000,5
Urban,4,32000,5
Urban,5,15000,4
Urban,4,23000,5
Urban,5,12000,3
Urban,3,14000,4
Urban,1,9000,2
Urban,5,10000,3
Urban,4,10500,3
Urban,2,8500,2
Urban,3,31400,5
Urban,3,10000,3
Urban,4,8000,2
Urban,5,14000,4
Urban,5,21000,5
Urban,3,28000,5
Urban,4,12000,3
Urban,7,25000,5
Urban,4,18000,5
Urban,5,19000,5
Urban,3,16000,4
Urban,1,11000,3
Urban,5,15000,4
Urban,2,10000,3
Urban,1,30000,5
Urban,4,15000,4
Urban,5,9000,2
Urban,4,10000,3
Urban,1,17000,4
Urban,4,12800,4
Urban,5,42500,5
Urban,4,11000,3
Urban,4,26200,5
Urban,4,18000,5
Urban,5,16000,4
Urban,3,22000,5
Urban,6,19000,5
Urban,6,16000,4
Urban,3,26000,5
Urban,4,15000,4
Urban,1,6500,1
Urban,1,7000,1
Urban,5,9500,2
Urban,5,15000,4
Urban,3,10000,3
Urban,3,15000,4
Urban,3,14000,4
Urban,4,10000,3
Urban,5,21000,5
Urban,4,22500,5
Urban,3,13000,4
Urban,2,32000,5
Urban,1,9000,2
Urban,1,1650,1
Urban,3,8500,2
Urban,1,2400,1
Urban,4,10000,3
Urban,3,27000,5
Urban,4,18000,5
Urban,1,6000,1
Urban,3,7000,1
Urban,5,36000,5
Urban,1,5000,1
Urban,4,14000,4
Urban,3,17000,4
Urban,6,25000,5
Urban,3,25500,5
Urban,2,7500,2
Urban,3,18000,5
Urban,9,5000,1
Urban,5,16580,4
Urban,9,16000,4
Urban,2,10000,3
Urban,5,18000,5
Urban,2,8000,2
Urban,1,4500,1
Urban,3,13000,4
Urban,1,6000,1
Urban,3,15000,4
Urban,1,9000,2
Urban,4,17000,4
Urban,3,17500,5
Urban,5,12000,3
Urban,3,11000,3
Urban,2,25000,5
Urban,1,2000,1
Urban,2,10000,3
Urban,4,15000,4
Urban,5,14000,4
Urban,3,22000,5
Urban,1,10500,3
Urban,2,13000,4
Urban,4,19000,5
Urban,3,33000,5
Urban,4,35000,5
Urban,3,30000,5
Urban,1,13000,4
Urban,4,9500,2
Urban,4,45000,5
Urban,3,13000,4
Urban,7,13000,4
Urban,3,20000,5
Urban,6,12000,3
Urban,4,15300,4
Urban,5,24000,5
Urban,2,8000,2
Urban,1,11000,3
Urban,10,14000,4
Urban,7,35000,5
Urban,5,65300,5
Urban,3,15000,4
Urban,4,45000,5
Urban,4,56000,5
Urban,4,33000,5
Urban,4,17500,5
Urban,2,9000,2
Urban,4,7500,2
Urban,5,16500,4
Urban,4,45000,5
Urban,5,35000,5
Urban,1,4700,1
Urban,3,14300,4
Urban,3,12500,3
Urban,3,16000,4
Urban,5,19000,5
Urban,2,15000,4
Urban,1,6350,1
Urban,7,25000,5
Urban,7,20000,5
Urban,3,14000,4
Urban,2,5000,1
Urban,4,29000,5
Urban,1,7000,1
Urban,1,2500,1
Urban,3,12300,3
Urban,7,36000,5
Urban,7,28000,5
Urban,5,14860,4
Urban,2,6500,1
Urban,5,17300,5
Urban,4,15300,4
Urban,5,19000,5
Urban,5,9500,2
Urban,1,12580,4
Urban,1,1000,1
Urban,3,12000,3
Urban,6,15000,4
Urban,2,27000,5
Urban,4,5750,1
Urban,5,18500,5
Urban,5,14000,4
Urban,2,7000,1
Urban,4,7100,2
Urban,6,6000,1
Urban,9,16000,4
Urban,4,32500,5
Urban,4,16000,4
Urban,1,4500,1
Urban,1,9600,3
Urban,6,11000,3
Urban,3,17000,4
Urban,4,23000,5
Urban,1,10600,3
Urban,4,68000,5
Urban,3,9000,2
Urban,3,3500,1
Urban,1,7000,1
Urban,5,10000,3
Urban,4,15000,4
Urban,3,9500,2
Urban,2,17500,5
Urban,4,14000,4
Urban,3,9000,2
Urban,4,13000,4
Urban,4,14000,4
Urban,5,14000,4
Urban,4,15000,4
Urban,2,8700,2
Urban,4,22000,5
Urban,4,12000,3
Urban,12,23000,5
Urban,4,9000,2
Urban,5,47500,5
Urban,4,26000,5
Urban,2,7000,1
Urban,6,20000,5
Urban,6,30000,5
Urban,4,6000,1
Urban,5,18500,5
Urban,4,22000,5
Urban,5,15000,4
Urban,3,18000,5
Urban,3,15000,4
Urban,5,45000,5
Urban,4,41500,5
Urban,3,13900,4
Urban,5,18000,5
Urban,2,20000,5
Urban,1,4500,1
Urban,1,5000,1
Urban,1,10200,3
Urban,4,11000,3
Urban,3,10000,3
Urban,2,9500,2
Urban,2,8000,2
Urban,4,22000,5
Urban,4,25000,5
Urban,3,17000,4
Urban,7,14000,4
Urban,1,4600,1
Urban,5,21450,5
Urban,4,16800,4
Urban,3,10000,3
Urban,2,6500,1
Urban,4,15400,4
Urban,6,11000,3
Urban,1,8600,2
Urban,4,8000,2
Urban,3,12000,3
Urban,2,12600,4
Urban,5,28000,5
Urban,3,6300,1
Urban,4,12000,3
Urban,6,20700,5
Urban,4,14000,4
Urban,7,18000,5
Urban,6,31000,5
Urban,4,14000,4
Urban,10,16000,4
Urban,2,7500,2
Urban,1,8000,2
Urban,1,2500,1
Urban,4,14000,4
Urban,5,30000,5
Urban,4,25000,5
Urban,4,12000,3
Urban,1,9500,2
Urban,8,25000,5
Urban,6,10500,3
Urban,5,16000,4
Urban,4,13000,4
Urban,4,24300,5
Urban,3,12640,4
Urban,6,19500,5
Urban,4,38000,5
Urban,6,24650,5
Urban,2,13600,4
Urban,4,8000,2
Urban,4,18000,5
Urban,4,21500,5
Urban,4,32000,5
Urban,5,14000,4
Urban,4,11500,3
Urban,4,4000,1
Urban,5,11000,3
Urban,4,14300,4
Urban,1,9500,2
Urban,6,23000,5
Urban,4,10000,3
Urban,5,20000,5
Urban,4,18000,5
Urban,7,38000,5
Urban,4,7000,1
Urban,1,5000,1
Urban,4,22000,5
Urban,6,11500,3
Urban,4,12000,3
Urban,3,8500,2
Urban,5,1250,1
Urban,3,10000,3
Urban,7,12000,3
Urban,5,20000,5
Urban,4,14000,4
Urban,5,18000,5
Urban,4,11000,3
Urban,3,8500,2
Urban,4,11650,3
Urban,3,14000,4
Urban,1,6500,1
Urban,1,510,1
Urban,4,9000,2
Urban,4,18500,5
Urban,1,14750,4
Urban,5,17000,5
Urban,6,16000,4
Urban,1,8000,2
Urban,2,6000,1
Urban,5,23000,5
Urban,4,9000,2
Urban,2,8000,2
Urban,3,29000,5
Urban,2,8000,2
Urban,4,20000,5
Urban,5,12000,3
Urban,2,3500,1
Urban,3,16000,4
Urban,5,12000,3
Urban,3,9500,2
Urban,4,18000,5
Urban,6,25000,5
Urban,3,15750,4
Urban,7,24500,5
Urban,4,15000,4
Urban,1,12400,3
Urban,5,9000,2
Urban,6,18000,5
Urban,4,23000,5
Urban,2,10000,3
Urban,5,28000,5
Urban,4,17000,5
Urban,5,12000,3
Urban,3,11200,3
Urban,8,14000,4
Urban,5,18000,5
Urban,4,14000,4
Urban,2,21000,5
Urban,5,12000,3
Urban,3,9000,2
Urban,4,15000,4
Urban,9,13000,4
Urban,3,10000,3
Urban,3,6000,1
Urban,6,22000,5
Urban,5,26000,5
Urban,1,2500,1
Urban,3,11000,3
Urban,5,16000,4
Urban,5,16000,4
Urban,4,12000,3
Urban,1,7000,1
Urban,2,15000,4
Urban,4,14500,4
Urban,1,15000,4
Urban,5,18000,5
Urban,6,15000,4
Urban,4,8500,2
Urban,6,35000,5
Urban,2,23000,5
Urban,4,15000,4
Urban,3,10000,3
Urban,1,2500,1
Urban,6,30000,5
Urban,4,15000,4
Urban,4,10000,3
Urban,6,10000,3
Urban,5,8000,2
Urban,4,30000,5
Urban,4,10000,3
Urban,7,20000,5
Urban,4,16000,4
Urban,5,16000,4
Urban,4,11000,3
Urban,4,22000,5
Urban,3,26000,5
Urban,3,6500,1
Urban,4,25000,5
Urban,3,20000,5
Urban,10,24000,5
Urban,7,14000,4
Urban,4,12500,3
Urban,3,26000,5
Urban,4,18000,5
Urban,3,12000,3
Urban,5,10000,3
Urban,2,17000,4
Urban,5,25000,5
Urban,1,12850,4
Urban,5,8000,2
Urban,5,27500,5
Urban,1,3500,1
Urban,1,4200,1
Urban,3,28000,5
Urban,4,14500,4
Urban,5,18000,5
Urban,4,21000,5
Urban,6,13000,4
Urban,2,6000,1
Urban,4,8000,2
Urban,1,18000,5
Urban,2,9750,3
Urban,3,9500,2
Urban,8,17000,4
Urban,1,11000,3
Urban,6,16000,4
Urban,3,18500,5
Urban,5,19400,5
Urban,5,10000,3
Urban,1,5000,1
Urban,4,14000,4
Urban,5,5000,1
Urban,11,16000,4
Urban,2,8500,2
Urban,3,6000,1
Urban,4,52000,5
Urban,2,7000,1
Urban,4,18600,5
Urban,1,10000,3
Urban,5,25000,5
Urban,4,10000,3
Urban,1,11000,3
Urban,6,31000,5
Urban,3,8000,2
Urban,1,12500,3
Urban,3,15000,4
Urban,4,12000,3
Urban,3,12500,3
Urban,2,11000,3
Urban,5,5000,1
Urban,8,40000,5
Urban,5,10000,3
Urban,4,35000,5
Urban,4,19500,5
Urban,5,36000,5
Urban,4,20000,5
Urban,4,12000,3
Urban,5,25000,5
Urban,6,16000,4
Urban,4,30000,5
Urban,2,12000,3
Urban,5,13500,4
Urban,6,12000,3
Urban,3,35000,5
Urban,2,15600,4
Urban,3,15500,4
Urban,2,34000,5
Urban,4,18000,5
Urban,5,13500,4
Urban,3,40500,5
Urban,6,8000,2
Urban,4,14000,4
Urban,4,20000,5
Urban,5,26000,5
Urban,5,20000,5
Urban,4,22000,5
Urban,5,15000,4
Urban,7,29000,5
Urban,4,18500,5
Urban,6,11500,3
Urban,4,24000,5
Urban,3,17400,5
Urban,4,7200,2
Urban,2,13000,4
Urban,4,14000,4
Urban,4,13000,4
Urban,4,18000,5
Urban,5,18000,5
Urban,6,20000,5
Urban,4,30000,5
Urban,5,20000,5
Urban,4,14000,4
Urban,6,18500,5
Urban,1,6000,1
Urban,3,10500,3
Urban,3,38000,5
Urban,7,20000,5
Urban,1,7500,2
Urban,4,11000,3
Urban,11,17000,4
Urban,6,22000,5
Urban,6,18000,5
Urban,4,16000,4
Urban,3,12000,3
Urban,6,23000,5
Urban,2,23000,5
Urban,1,3500,1
Urban,3,20000,5
Urban,7,20000,5
Urban,2,14000,4
Urban,2,15000,4
Urban,4,12000,3
Urban,2,8000,2
Urban,1,6500,1
Urban,2,9500,2
Urban,4,16500,4
Urban,2,12000,3
Urban,4,20000,5
Urban,4,24000,5
Urban,3,27000,5
Urban,1,10000,3
Urban,3,30000,5
Urban,6,20000,5
Urban,2,6000,1
Urban,4,32000,5
Urban,4,38000,5
Urban,11,25000,5
Urban,2,22000,5
Urban,5,22000,5
Urban,4,14000,4
Urban,4,10000,3
Urban,4,10850,3
Urban,5,14000,4
Urban,1,4000,1
Urban,1,12000,3
Urban,1,7500,2
Urban,3,9000,2
Urban,6,14500,4
Urban,7,20000,5
Urban,2,8000,2
Urban,4,15000,4
Urban,1,14500,4
Urban,7,7500,2
Urban,4,27000,5
Urban,1,6500,1
Urban,4,12000,3
Urban,2,13000,4
Urban,4,8000,2
Urban,2,10000,3
Urban,4,30000,5
Urban,3,8690,2
Urban,3,16500,4
Urban,4,14200,4
Urban,5,14500,4
Urban,3,6500,1
Urban,2,11000,3
Urban,3,15000,4
Urban,4,18000,5
Urban,4,21000,5
Urban,6,32000,5
Urban,5,11400,3
Urban,6,18000,5
Urban,4,18000,5
Urban,1,8050,2
Urban,6,18500,5
Urban,4,20000,5
Urban,3,9200,2
Urban,2,8500,2
Urban,1,9500,2
Urban,4,13000,4
Urban,7,46000,5
Urban,3,19900,5
Urban,4,16000,4
Urban,4,15000,4
Urban,5,9500,2
Urban,6,8000,2
Urban,3,18000,5
Urban,7,9000,2
Urban,3,12000,3
Urban,1,9500,2
Urban,4,11000,3
Urban,5,23450,5
Urban,3,10000,3
Urban,3,30000,5
Urban,4,5000,1
Urban,4,47000,5
Urban,5,20000,5
Urban,1,4000,1
Urban,4,21035,5
Urban,6,7000,1
Urban,4,12000,3
Urban,3,30000,5
Urban,3,31000,5
Urban,4,15000,4
Urban,4,25000,5
Urban,3,10000,3
Urban,2,10000,3
Urban,5,28000,5
Urban,4,15000,4
Urban,5,10000,3
Urban,6,17000,4
Urban,6,12000,3
Urban,4,8000,2
Urban,2,24000,5
Urban,1,11000,3
Urban,3,22000,5
Urban,5,25000,5
Urban,7,15000,4
Urban,4,30000,5
Urban,4,18689,5
Urban,2,40000,5
Urban,1,4250,1
Urban,4,9000,2
Urban,3,25200,5
Urban,3,10000,3
Urban,4,13000,4
Urban,1,5000,1
Urban,3,19000,5
Urban,3,27000,5
Urban,4,12000,3
Urban,4,21000,5
Urban,2,6666,1
Urban,4,40000,5
Urban,1,7000,1
Urban,4,24000,5
Urban,3,11200,3
Urban,3,17000,4
Urban,1,4700,1
Urban,1,4000,1
Urban,4,28000,5
Urban,4,16000,4
Urban,6,20000,5
Urban,4,22810,5
Urban,4,11500,3
Urban,4,45000,5
Urban,4,21000,5
Urban,2,7500,2
Urban,2,24000,5
Urban,10,20000,5
Urban,4,9000,2
Urban,5,19000,5
Urban,4,14000,4
Urban,7,20000,5
Urban,2,35000,5
Urban,3,8000,2
Urban,3,36000,5
Urban,5,19000,5
Urban,5,20000,5
Urban,1,5000,1
Urban,1,6000,1
Urban,7,6000,1
Urban,2,8000,2
Urban,3,25000,5
Urban,4,18000,5
Urban,3,15000,4
Urban,4,20316,5
Urban,3,21000,5
Urban,2,10000,3
Urban,6,20000,5
Urban,6,10000,3
Urban,4,15600,4
Urban,4,16000,4
Urban,2,9500,2
Urban,9,8500,2
Urban,3,10000,3
Urban,3,12500,3
Urban,4,18500,5
Urban,4,16000,4
Urban,2,13000,4
Urban,3,25000,5
Urban,5,8000,2
Urban,3,21300,5
Urban,4,16000,4
Urban,4,24000,5
Urban,1,4000,1
Urban,4,16000,4
Urban,10,45000,5
Urban,3,9000,2
Urban,6,20000,5
Urban,3,18000,5
Urban,3,8000,2
Urban,3,8000,2
Urban,6,20000,5
Urban,5,17500,5
Urban,2,11000,3
Urban,1,11650,3
Urban,1,14500,4
Urban,4,12000,3
Urban,2,6800,1
Urban,5,18000,5
Urban,3,25000,5
Urban,1,9500,2
Urban,5,9000,2
Urban,5,30000,5
Urban,1,12500,3
Urban,9,21000,5
Urban,4,18000,5
Urban,3,17000,4
Urban,1,8000,2
Urban,4,18500,5
Urban,2,7000,1
Urban,2,10000,3
Urban,4,29500,5
Urban,3,16000,4
Urban,2,7000,1
Urban,5,13000,4
Urban,1,12000,3
Urban,4,21750,5
Urban,1,4500,1
Urban,3,18000,5
Urban,5,15000,4
Urban,4,6500,1
Urban,2,36000,5
Urban,1,16000,4
Urban,1,8000,2
Urban,7,9000,2
Urban,9,22000,5
Urban,4,15000,4
Urban,3,11500,3
Urban,3,28000,5
Urban,5,12000,3
Urban,2,13275,4
Urban,6,19000,5
Urban,4,16500,4
Urban,5,18000,5
Urban,1,20000,5
Urban,4,28000,5
Urban,1,7000,1
Urban,5,30000,5
Urban,1,3200,1
Urban,5,18000,5
Urban,2,18000,5
Urban,1,7000,1
Urban,6,18000,5
Urban,1,9000,2
Urban,2,14500,4
Urban,4,14000,4
Urban,2,15000,4
Urban,1,8200,2
Urban,3,7000,1
Urban,1,2300,1
Urban,8,12000,3
Urban,4,12000,3
Urban,2,15000,4
Urban,4,37000,5
Urban,6,5000,1
Urban,9,40000,5
Urban,4,5500,1
Urban,3,23000,5
Urban,4,8000,2
Urban,5,18500,5
Urban,1,5000,1
Urban,4,25000,5
Urban,4,14000,4
Urban,3,11000,3
Urban,1,3500,1
Urban,5,7500,2
Urban,3,18000,5
Urban,4,14000,4
Urban,4,20000,5
Urban,4,10000,3
Urban,9,15000,4
Urban,8,12000,3
Urban,1,6000,1
Urban,1,14000,4
Urban,4,17600,5
Urban,3,21000,5
Urban,1,11000,3
Urban,1,16000,4
Urban,4,13000,4
Urban,5,17000,4
Urban,5,27500,5
Urban,7,9000,2
Urban,1,8000,2
Urban,6,27000,5
Urban,1,13600,4
Urban,4,16000,4
Urban,6,18500,5
Urban,1,9000,2
Urban,1,5000,1
Urban,5,41000,5
Urban,1,4500,1
Urban,1,6200,1
Urban,6,25000,5
Urban,5,21500,5
Urban,1,2000,1
Urban,2,14500,4
Urban,4,14000,4
Urban,8,23000,5
Urban,1,5000,1
Urban,5,14500,4
Urban,4,10000,3
Urban,3,10000,3
Urban,5,15000,4
Urban,6,15000,4
Urban,3,19850,5
Urban,4,11000,3
Urban,1,5400,1
Urban,1,2200,1
Urban,5,13000,4
Urban,1,850,1
Urban,1,2000,1
Urban,1,6500,1
Urban,3,12500,3
Urban,4,8530,2
Urban,4,15230,4
Urban,2,10500,3
Urban,3,19000,5
Urban,2,9000,2
Urban,5,16500,4
Urban,2,11400,3
Urban,4,21000,5
Urban,2,17500,5
Urban,4,18000,5
Urban,3,16500,4
Urban,5,24300,5
Urban,6,15500,4
Urban,6,45300,5
Urban,2,14000,4
Urban,4,15000,4
Urban,7,32000,5
Urban,8,18000,5
Urban,3,35000,5
Urban,3,9000,2
Urban,2,4000,1
Urban,4,35000,5
Urban,5,11000,3
Urban,4,15000,4
Urban,5,25000,5
Urban,5,23000,5
Urban,2,8500,2
Urban,5,24000,5
Urban,1,12500,3
Urban,4,19500,5
Urban,1,8000,2
Urban,2,10500,3
Urban,2,12000,3
Urban,2,19500,5
Urban,3,13500,4
Urban,8,20000,5
Urban,2,5500,1
Urban,6,10000,3
Urban,1,3000,1
Urban,6,45000,5
Urban,4,9500,2
Urban,1,15000,4
Urban,1,13500,4
Urban,6,24000,5
Urban,1,3200,1
Urban,6,7000,1
Urban,2,20000,5
Urban,5,14000,4
Urban,6,20000,5
Urban,1,5000,1
Urban,5,12500,3
Urban,7,15000,4
Urban,5,8200,2
Urban,6,23000,5
Urban,2,40000,5
Urban,6,18000,5
Urban,4,11200,3
Urban,1,3500,1
Urban,5,11000,3
Urban,2,15500,4
Urban,3,11000,3
Urban,4,20000,5
Urban,2,8800,2
Urban,4,15000,4
Urban,2,7500,2
Urban,1,7500,2
Urban,4,16000,4
Urban,3,17000,4
Urban,1,7000,1
Urban,2,15000,4
Urban,1,11000,3
Urban,6,17000,4
Urban,3,14000,4
Urban,1,4500,1
Urban,6,19000,5
Urban,1,5000,1
Urban,3,8000,2
Urban,6,21000,5
Urban,4,9000,2
Urban,1,5000,1
Urban,4,35000,5
Urban,3,12500,3
Urban,3,11000,3
Urban,2,12500,3
Urban,2,8000,2
Urban,4,20000,5
Urban,5,20000,5
Urban,6,23000,5
Urban,4,16000,4
Urban,5,21950,5
Urban,2,10000,3
Urban,4,12500,3
Urban,3,12000,3
Urban,6,18000,5
Urban,8,30000,5
Urban,2,5500,1
Urban,1,10000,3
Urban,3,15000,4
Urban,1,7000,1
Urban,2,11000,3
Urban,3,40000,5
Urban,2,23000,5
Urban,6,15000,4
Urban,4,20000,5
Urban,2,8500,2
Urban,3,8400,2
Urban,2,14000,4
Urban,2,27000,5
Urban,4,8000,2
Urban,4,23000,5
Urban,1,5000,1
Urban,1,2300,1
Urban,3,14000,4
Urban,6,20000,5
Urban,4,12000,3
Urban,3,18000,5
Urban,1,4000,1
Urban,1,15000,4
Urban,3,9000,2
Urban,3,15500,4
Urban,1,8800,2
Urban,6,18000,5
Urban,9,18000,5
Urban,1,18500,5
Urban,6,23000,5
Urban,4,15600,4
Urban,1,10000,3
Urban,1,14000,4
Urban,8,25000,5
Urban,4,14000,4
Urban,1,13000,4
Urban,5,32000,5
Urban,3,17000,4
Urban,4,20000,5
Urban,1,10600,3
Urban,1,11650,3
Urban,3,18000,5
Urban,3,20000,5
Urban,3,15000,4
Urban,2,25000,5
Urban,5,16000,4
Urban,6,20000,5
Urban,3,11000,3
Urban,2,5500,1
Urban,4,11000,3
Urban,4,14000,4
Urban,4,23000,5
Urban,2,6500,1
Urban,6,23000,5
Urban,2,14500,4
Urban,7,15500,4
Urban,3,20000,5
Urban,4,20000,5
Urban,3,8000,2
Urban,11,14000,4
Urban,9,26800,5
Urban,3,32000,5
Urban,2,20000,5
Urban,2,7000,1
Urban,5,8000,2
Urban,4,12000,3
Urban,14,39000,5
Urban,5,15000,4
Urban,4,15000,4
Urban,1,2050,1
Urban,6,16000,4
Urban,4,16000,4
Urban,3,12500,3
Urban,3,22000,5
Urban,8,16800,4
Urban,4,20000,5
Urban,3,30000,5
Urban,4,20000,5
Urban,4,18000,5
Urban,4,9120,2
Urban,3,18000,5
Urban,5,14000,4
Urban,4,16200,4
Urban,3,8690,2
Urban,5,18500,5
Urban,4,9500,2
Urban,6,10500,3
Urban,4,7000,1
Urban,2,7000,1
Urban,10,18000,5
Urban,5,14000,4
Urban,1,9600,3
Urban,3,45000,5
Urban,5,20000,5
Urban,3,19600,5
Urban,4,30500,5
Urban,5,19000,5
Urban,3,17000,4
Urban,4,7500,2
Urban,3,15000,4
Urban,6,18000,5
Urban,4,19000,5
Urban,2,6500,1
Urban,5,14000,4
Urban,1,5780,1
Urban,3,28000,5
Urban,6,10500,3
Urban,4,20000,5
Urban,5,11500,3
Urban,4,18000,5
Urban,3,21000,5
Urban,4,24000,5
Urban,5,18000,5
Urban,2,20000,5
Urban,4,16000,4
Urban,1,3000,1
Urban,5,23000,5
Urban,7,22000,5
Urban,5,16500,4
Urban,5,30000,5
Urban,4,8000,2
Urban,6,11000,3
Urban,2,8500,2
Urban,10,14500,4
Urban,7,3400,1
Urban,5,7500,2
Urban,4,22000,5
Urban,3,18000,5
Urban,4,8000,2
Urban,2,6500,1
Urban,1,7500,2
Urban,4,29000,5
Urban,4,16000,4
Urban,3,14000,4
Urban,5,12000,3
Urban,1,7000,1
Urban,1,12000,3
Urban,3,12000,3
Urban,3,18000,5
Urban,6,10000,3
Urban,6,15000,4
Urban,1,6500,1
Urban,4,6000,1
Urban,6,24000,5
Urban,4,16000,4
Urban,5,13500,4
Urban,8,147000,5
Urban,4,7600,2
Urban,2,7000,1
Urban,9,7000,1
Urban,4,9500,2
Urban,3,29455,5
Urban,1,3500,1
Urban,8,14000,4
Urban,4,26000,5
Urban,5,55000,5
Urban,7,25000,5
Urban,5,9000,2
Urban,4,21000,5
Urban,1,15000,4
Urban,4,10000,3
Urban,2,25000,5
Urban,3,38050,5
Urban,4,8800,2
Urban,2,20000,5
Urban,5,45000,5
Urban,4,25000,5
Urban,5,12000,3
Urban,6,10600,3
Urban,3,45000,5
Urban,4,17000,5
Urban,1,7000,1
Urban,3,7000,1
Urban,4,12000,3
Urban,5,14500,4
Urban,4,13000,4
Urban,4,4000,1
Urban,2,10000,3
Urban,3,18000,5
Urban,2,28000,5
Urban,1,7000,1
Urban,7,13000,4
Urban,4,6000,1
Urban,4,11000,3
Urban,4,34700,5
Urban,4,14500,4
Urban,3,12000,3
Urban,5,15000,4
Urban,4,13500,4
Urban,3,9500,2
Urban,1,8000,2
Urban,1,4000,1
Urban,2,12000,3
Urban,1,11000,3
Urban,3,8000,2
Urban,2,4500,1
Urban,4,10000,3
Urban,5,17000,4
Urban,6,18000,5
Urban,4,15000,4
Urban,4,9800,3
Urban,1,5400,1
Urban,1,11000,3
Urban,5,10000,3
Urban,2,20000,5
Urban,4,6800,1
Urban,3,7500,2
Urban,5,26000,5
Urban,2,8000,2
Urban,3,20250,5
Urban,1,9000,2
Urban,7,6500,1
Urban,3,12000,3
Urban,5,12000,3
Urban,1,11000,3
Urban,2,17000,4
Urban,6,33500,5
Urban,1,6000,1
Urban,4,12000,3
Urban,2,10000,3
Urban,4,13000,4
Urban,4,7500,2
Urban,2,15000,4
Urban,5,17000,4
Urban,3,7500,2
Urban,1,10500,3
Urban,4,15000,4
Urban,1,2100,1
Urban,4,24000,5
Urban,4,7000,1
Urban,4,8000,2
Urban,1,16500,4
Urban,1,10000,3
Urban,6,13000,4
Urban,1,500,1
Urban,1,2500,1
Urban,4,7900,2
Urban,4,40000,5
Urban,4,12000,3
Urban,3,16000,4
Urban,4,25000,5
Urban,2,7700,2
Urban,5,18000,5
Urban,4,20000,5
Urban,4,19000,5
Urban,5,35000,5
Urban,6,18000,5
Urban,3,4000,1
Urban,4,43000,5
Urban,4,17000,4
Urban,1,8000,2
Urban,3,40000,5
Urban,7,16000,4
Urban,5,21000,5
Urban,2,17000,4
Urban,2,6500,1
Urban,5,30000,5
Urban,2,20000,5
Urban,6,25000,5
Urban,1,8100,2
